Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2021-2,2,5,20,180,82,Cancer,M,Bioingeniería,261,No,Sí,Rojo,42.5,L,,,FALSE,,
,2,3,18,170,55,cancer,M,Ingenieria CIvil,369,Si,No,Azul,44,S,,,FALSE,,
2021-2,1,3,20,160,60,Piscis,M,Ingeniería Electrónica,345,Si,No,Azul,40,L,,,FALSE,,
2021-2,2,5,23,175,70,Acuario,M,Ciencia de la Computación,259,Sí,No,Dorado,42,M,,,FALSE,,
2021-2,2,3,19,176,64,Acuario,M,Bioingeniería,309,Si,Si,Gris,41,S,,,FALSE,,
2021-2,2,5,18,1.56,54,Aries,F,Bioingeniería,,,,,,,,,FALSE,,
2020-2,6,3,18,,,Capricornio,M,Ingenieria Mecatrónica,293,Si,No,Verde,42,M,,,FALSE,,
2021-2,2,6,19,170,67,Sagitario,M,Ciencia de la Computación,311,Sí,Sí,Negro,41,S,,,FALSE,,
2021-2,1,4,18,175,56,Géminis,M,Ingenieria Mecatrónica,238,Si,Si,Rojo,42,S,,,FALSE,,
2021-2,3,6,20,170,65,tauro,M,Ingenieria Quimica,218,si,si,negro,41.5,m,,,FALSE,,
2021-2,7,3,18,178,78,Acuario,M,Ingeniería Civil,,Sí,Sí,Azul,44,M,,,FALSE,,
2021-2,7,3,18,169,60,Virgo,M,Ingeniería Mecatrónica,210,No,No,Azul turquesa,42,M,,,FALSE,,
2021-2,1,4,19,178,69,Leo,M,Ingeniería Mecatrónica,280,Sí,Sí,Blanco,42,M,,,FALSE,,
2021-2,3,4,19,168,75,Leo,M,Bioingeniería,264,No,Sí,Rojo,43.5,S,,,FALSE,,
2021-2,5,5,18,174,56,Capricornio,M,Ingeniería Electrónica,263,Si,No,Azul,42,S,,,FALSE,,
2021-2,2,4,22,173,80,Tauro,M,Ingeniería Electrónica,363,si,si,Verde Azul,41,M,,,FALSE,,
2021-2,1,4,22,180,78,Sagitario,M,Ingeniería Química,274,Sí,Sí,Negro,42.5,M,,,FALSE,,
2021-2,7,4,19,175,63,Leo,M,Ingieneria Mecatronica,253,si,si,Lima,42,M,,,FALSE,,
2021-2,2,3,20,170,69,leo,M,Ingenería civil,246,sí,sí,verde,41,M,,,FALSE,,
2021-2,2,4,18,175,79,Sagitario,M,Ingeniería de la Energía,215,sí,sí,Amarillo,44,M,,,FALSE,,
2021-2,2,4,18,185,88,Piscis,M,Ingenieria Industrial,199,si,si,Negro,46,XL,,,FALSE,,
2021-1,2,2,18,152,55,capricornio,F,Ingenieria Industrial,200,No,Sí,Azul,35,XS,,,FALSE,,
2021-1,2,3,19,168,60,virgo,M,Ingeniería Civil,273,Sí,Sí,Verde,42,M,,,FALSE,,
2021-2,1,5,21,160,56,Géminis,F,Ingeniería Industrial,270,No,No,Rosado,37,M,,,FALSE,,
2021-2,7,4,18,182,71,Sagitario,M,Ciencia de la Computación,250,Sí,Sí,Verde,46,M,,,FALSE,,
2021-2,1,3,18,169,65,Escorpio,M,Ingenieria Civil,250,Sí,Sí,Azul,42,M,,,FALSE,,
2021-2,2,5,19,165,71,Libra,M,Ingenieria Mecatronica,220,Sí,No,Granate,41,L,,,FALSE,,
2021-2,2,4,18,,,Escorpio,F,Ingeniería Civil,299,Sí,Sí,Morado,36,S,,,FALSE,,
2021-2,2,4,17,162,65,capricornio,F,Bioingeniería,295,Si,No,Azul,37,M,,,FALSE,,
2021-2,3,4,18,,,Aries,F,Ingeniería Industrial,263,No,No,Dorado,37,S,,,FALSE,,
2021-2,6,3,19,175,67,Libra,M,Ingeniería Electrónica,123,Si,Si,Azul,43,L,,,FALSE,,
2021-2,6,3,20,175,70,Cancer,M,Ingenieria Civil,318,SI,SI,Verde,44,M,,,FALSE,,
2021-2,5,2,17,172,60,Leo,M,Ingeniería Mecánica,224,Si,No,Negro,42,L,,,FALSE,,
2021-2,5,2,17,172,70,Capricornio,M,Ingeniería Mecánica,250,Si,Si,Azul,44,S,,,FALSE,,
2021-2,2,5,24,175,80,Geminis,M,Ingeniería Química,308,Si,Si,Negro,42,M,,,FALSE,,
2020-1,6,4,18,178,70,Capricornio,F,Ciencia de Datos ,,No,Si,Morado,37,M,,,FALSE,,
2021-2,2,4,18,167,,Tauro,F,Ingeniería Industrial,,No,No,Azul,42,,,,FALSE,,
2021-2,5,2,17,,,Géminis,F,Ingeniería Industrial,280,Si,Si,Lila,38,S,,,FALSE,,
2021-2,1,7,20,175,71,piscis,M,Ingenieria Civil,436,Si,Si,Azul,42,M,,,FALSE,,
2021-2,6,3,19,176,83,Libra,M,Ingenieria Civil,302,Si,Si,Azul,43,M,,,FALSE,,
2021-2,,,,170,65,Acuario,F,,312,Sí,No,Anaranjado,38,M,,,FALSE,,
2021-2,1,6,21,174,79,Libra,M,Ingenieria Química,324,Sí,Sí,Verde,43,L,,,FALSE,,
2021-2,1,4,18,175,67,Capricornio,M,Ciencia de la Computacion,256,Si,Si,Azul,42,M,,,FALSE,,
2021-2,1,4,18,180,80,Virgo,M,Ingenieria Civil,276,Sí,Sí,Azul,43,L,,,FALSE,,
2/1/2021,,,,,,,,,,,,,,,,,FALSE,,
2021-2,1,7,20,167,84,Sagitario,M,Ingeniria Civil ,442,Si,Si,Azul,41,L,,,FALSE,,
2021-2,1,4,19,174,70,Escorpio,M,Ingenieria Electrónica,237,Si,Si,Anaranjado,43,M,,,FALSE,,
2021-2,1,4,20,173,85,Libra,M,Ingeniería Química,209,Si,No,Verde,42,L,,,FALSE,,
2021-2,1,3,18,170,60,Géminis,M,Ingeniería Civil,310,Si,Si,Morado,40,M,,,FALSE,,
2021-2,1,4,19,181,78,Virgo,M,Ingeniería Mecánica,256,No,Si,Azul,44,M,,,FALSE,,
2021-2,5,,,179,77,Aries,M,Ciencia de datos,,Si,No,azul,42,M,,,FALSE,,
2021-2,1,4,22,173,88,Géminis,M,Ciencia de la Computación,225,Sí,No,Verde,44,M,,,FALSE,,
2021-2,5,3,19,165,64,Aries,F,Bioingeniería,383,No,Si,Azul,39,M,,,FALSE,,
2021-2,1,3,18,162,60,Gemenis,M,Ingeniería civil,253,No,Sí,Azul,39,M,,,FALSE,,
2021-2,5,4,20,170,67,Aries,M,Ingenieria Civil,256,Sí,Sí,Azul,41,M,,,FALSE,,
2021-2,5,4,20,175,65,Cancer,M,Ingeniería Mecatrónica,244,Si,No,Azul,41,S,,,FALSE,,
2021-2,5,2,21,170,59,Piscis,M,Ingeniería Mecánica,,Sí,Sí,Negro,41,M,,,FALSE,,
2021-2,5,6,19,168,70,Libra,M,Ingeniería Mecatrónica,,Sí,Sí,Rojo,42,M,,,FALSE,,
2021-2,7,3,17,160,70,Capricornio,M,Ingenieria Mecánica,280,Sí,No,Negro,40,M,,,FALSE,,
2021-2,1,3,18,159,53,Capricornio,F,Ingeniería Civil,240,No,No,Violeta,38,S,,,FALSE,,
2021-2,5,2,17,158,54,Piscis,F,Ingeniería Industrial,275,Sí,Sí,Azul,39,S,,,FALSE,,
2021-2,5,3,19,180,85,Aries,m,Ingenieria Industrial,254,Si,Si,Negro,40,l,,,FALSE,,
2021-2,3,3,20,170,68,Piscis,M,Ingeniería Civil,239,Si,Si,Verde,41,S,,,FALSE,,
2021-2,,3,21,165,70,Tauro,M,Ingenieria Mecatronica,,si,si,negro,41,,,,FALSE,,
,,,,,,,,,,Sí,No,Negro,39,M,,,FALSE,,
2021-2,5,3,19,,,,,,,,,,,,,,FALSE,,
2021-2,1,4,18,176,80,Capricornio,M,Ingeneria Mecatronica,216,si,si,Turquesa,41,M,,,FALSE,,
2021-2,7,3,18,1.72,72,Leo,F,Bioingeniería,254.8,no,no,rosado,40,M,,,FALSE,,
2021-2,7,5,19,1.62,60,Acuario,M,Computer Science,335,Si,No,Verde,40,S,,,FALSE,,
2021-2,7,3,18,175,87,Virgo,M,Ingenieria Mecanica,274.2,SI,si,Rojo,42,M,,,FALSE,,
2021-2,1,3,18,170,60,Leo,M,Ingeniería Mecánica,237,sí,´si,negro,42,S,,,FALSE,,
2021-2,7,3,18,169,65,Sagitario,M,Ingeniería Mecatrónica,463,sí,no,verde,42,M,,,FALSE,,
2021-2,5,4,19,188,75,Geminis,M,Ingenieria Industrial,,si,si,azul,44,M,,,FALSE,,
2021-2,7,3,19,167,67,Sagitatio,M,Bioingeniería,212.6,si,si,Rojo,41,M,,,FALSE,,
2021-2,7,4,19,174,72,Acuario,M,Ingeniería Mecatrónica,237,no,si,azul,41,S,,,FALSE,,
2021-2,1,3,23,176,83,Cáncer,M,Ingeniería Industrial,,sí,sí,negro,43,M,,,FALSE,,
2021-2,7,3,19,172,73,Sagitario,M,Bioingeniería,246,sí,sí,Negro,42,M,,,FALSE,,
2021-2,1,5,20,163,60,Sagitario,F,Ingeniería Industrial,384,si,no,Negro,37,M,,,FALSE,,
2021-2,1,4,19,156,60,Sagitario,F,Bioingenieria,264,No,Si,Blanco,37,S,,,FALSE,,
2021-2,7,4,21,192,82,Cancer,M,Ciencias de la Computación,252,si,si,azul,46,M,,,FALSE,,
2018-2,2,6,21,179,86,Virgo,,Ciencias de la Computación,,si,si,verde,,,,,FALSE,,
2021-1,7,3,18,170,65,Cancer,M,Ingeniería Mecánica,279,si,no,Azul,40,M,,,FALSE,,
2021-2,5,5,19,172,73,Leo,M,Ingeniería Mecatrónica ,,si,si,Azul,41,M,,,FALSE,,
2021-2,7,3,20,154,60,Libra,M,Ingeniería Química,292.6,No,No,Carmesí,40,S,,,FALSE,,
2021-2,7,3,19,172,71,Escorpio,M,Ingeniería de la Energía,251,Si,Si,Turquesa oscuro,40,M,,,FALSE,,
2020-1,1,4,19,180,62,Libra,M,Ingeniería Mecánica,193,si,si,morado,42,M,,,FALSE,,
2020-1,7,4,18,187,78,Sagitario,M,Ingenieria Industrial,421,no,si,negro,43,XL,,,FALSE,,
2020-1,7,4,19,172,77,Sagitario,M,Bioingeniería,217,si,si,plomo,44.5,M,,,FALSE,,
2021-2,7,4,18,170,72,Tauro,M,Ingeniería Mecatrónica ,242,Sí,Sí,Azul,41.5,S,,,FALSE,,
2021-2,7,4,18,160,55,Sagitario,F,Ingenieria Industrial,276,no,si,azul,38,S,,,FALSE,,
2021-2,7,4,18,154,55,Sagitario,F,Ingenieria Industrial,315,no,no,rojo,37,M,,,FALSE,,
2020-1,2,6,28,1.78,90k,acuario,m,ingenieria ambiental,,no,si,plomo,42,l,,,FALSE,,
2021-2,7,4,18,176,75,tauro,M, Ingeniería Mecánica,210,si,si,azul,43,L,,,FALSE,,
2021-2,1,5,20,155,50,Capricornio,F,Ingenieria Civil ,374,No,Si,Negro,36,S,,,FALSE,,
2021-2,1,2,,159,56,Escorpio,F,Ingenieria Industrial,,,SÍ,verde menta,37,s,,,FALSE,,
2021-2,7,4,19,170,72,Capricornio,M,Ingeniería Civil,274.6,No,Si,Azul,41,M,,,FALSE,,
2021-2,7,3,19,165,61,Acuario,M,Ingenieria Civil,257,Sí,Si,Verde,40,M,,,FALSE,,
2021-2,7,7,21,175,70,Géminis,M,Ingeniería Ambiental,256,Sí,No,Azul,42,M,,,FALSE,,
2021-2,7,3,21,170,70,Leo,M,Ingeniería Mecatrónica,206,No,Sí,Azul,41.5,M,,,FALSE,,
2021-2,7,3,19,163,60,Cancer,M,Ingeniería Mecatrónica,215,Sí,No,Negro,40,M,,,FALSE,,
2021-2,5,8,20,170,70,Capricornio,M,Ingeniería de la energía,263,Si,Si,Negro,42.5,M ,,,FALSE,,
2021-2,7,5,20,170,85,Geminis,M,Ciencia de la Computación,201,si,si,Rojo,41,M,,,FALSE,,
2021-2,7,4,18,156,45,Sagitario,F,Ingeniería Ambiental,287,No,Sí,Rojo,36,S,,,FALSE,,
2021-2,7,3,23,175,85,Virgo,M,Ingenieria Mecatronica,302,Si,No,Negro,43,L,,,FALSE,,
,,,,,,,,,,,,,,,,,FALSE,,
2021 - 2,1,2,19,1.69,60,Escorpio, M,Ingeniería Industrial,173,No,Si,Negro,42,S,,,FALSE,,
2021-2,1,3,20,175,70,Acuario,M,Ingenieria mecatronica,244,si,si,Negro,40,M,,,FALSE,,
2021-2,1,3,18,160,48,Pisis,M,Ingeniería Civil,289,si,si,Rojo,39,S,,,FALSE,,
2021-2,1,3,19,172,74,Tauro,M,Bioingeniería,220,,,,,,,,FALSE,,
2021-2,3,2,19,173,75,Leo,M,Ingeniería Industrial,195,No,Sí,Azul Marino,43,L,,,FALSE,,
2021-2,5,5,25,160,51,Leo,F,Ingeniería Electrónica,252,No,Si,Azul Marino,36.5,S,,,FALSE,,
2021-2,5,5,20,174,65,Libra,M,Ciencia de la Computacion,200,Si,Si,Azul,43,M,,,FALSE,,
2021-2,5,5,20,170,62,Escorpio,M,Ingeniería Mecatrónica,245,No,Sí,Verde,42,M,,,FALSE,,
2021-2,4,3,18,162,55,Tauro,F,Ingeniería Civil,273,Sí,Sí,Negro,38,M,,,FALSE,,
2021-2,5,5,20,180,57,Aries,M,Ingeniería civil,252,Sí,Sí,Azul,43,M,,,FALSE,,
2021-2,6,3,18,152,50,Sagitario,F,Ingeniería Civil,208,No,No,Negro,36,S,,,FALSE,,
2021.2,6,3,19,163,65,Escorpio,M,Ingeniería Civil,227,Sí,Sí,Azul,40,M,,,FALSE,,
2021-2,6,4,20,180,83,Cancer,M,Ingenieria Ambiental,237,Si,Si,Azul,44,L,,,FALSE,,
2021-2,6,4,18,180,68,Géminis,M,Ingeniería Mecánica,224,Sí,Sí,Negro,44,S,,,FALSE,,
2021-2,6,2,18,163,73,Libra,M,Ciencia de la Computacion,203,Sí,Sí,Negro,43,L,,,FALSE,,
2021-2,6,3,20,170,64,Leo,M,Ingeniería Industrial,202,SI,SI,Negro ,41,M,,,FALSE,,
2021-2,6,3,21,167,63,Virgo,M,Ingenieria Civil,214,Si,SI,Blanco,41,M,,,FALSE,,
2021-2,6,7,24,182,93,Piscis,M,Ingeniería de la Energía,236,No,No,Azul Marino,44,L,,,FALSE,,
2021-2,6,3,17,160,50,Escorpio,F,Ingeniería Civil,222,No,Sí,Negro,37,S,,,FALSE,,
2021-2,6,4,18,174,59,Escorpio,M,Ingenieria Industrial,,No,Si,Azul,41,S,,,FALSE,,
2021-2,6,4,18,160,53,Virgo,F,Ingeniería Ambiental,367,Sí,No,Rosa Pastel,38,S,,,FALSE,,
2020-2,6,4,18,150,60,Virgo,F,Ingenería Ambiental,341,No,No,Negro,37,M,,,FALSE,,
2021-2,6,5,20,174,86,Leo,M,Ingeniería Mecatrónica,220,Si,No,Azul,43,L,,,FALSE,,
2021-2,6,3,18,163,52,Acuario,M,Ingeniería Mecánica,341,Sí,Sí,Turquí,40,M,,,FALSE,,
2021-2,6,4,19,178,75,Sagitario,M,Ingenieria Civil,,Sí,Sí,Negro,44,M,,,FALSE,,
2021-2,3,5,22,171,74,Aries,M,Ingeniería Industrial,,,,,,,,,FALSE,,
2021-2,6,3,18,169,58,Sagitario,F,Ingenieria Civil,263,No,No,Negro,38,S,,,FALSE,,
2021-2,6,3,18,170,68,Acuario,F,Ingeniería Civil,270,No,Sí,Morado,39,M,,,FALSE,,
2021-2,6,3,20,164,,Piscis,M,Bioingeniería,239,Si,No,Negro ,41,M,,,FALSE,,
2021-2,6,4,21,173,60,Tauro,M,Ingenieria Mecanica ,225,No,No,Negro ,43,S,,,FALSE,,
2021-2,6,3,19,174,65,Escorpio,M,Ingeniería Mecatrónica,276,Sí,Sí,Azul,39,M,,,FALSE,,
2021-2,6,3,20,164,150,escorpio,M,ing. civil,,si,si,negro,40,M,,,FALSE,,
2021-2,6,3,25,203,90,Geminis,M,Ingenieria Mecanica,266,si,no,Negro,44,L,,,FALSE,,
,3,3,18,154,60,Geminis,F,Bioingenieria,,no,no,Azul,37,M,,,FALSE,,
2021-2,6,4,18,170,62,Escorpio,M,Ingenieria Industrial,286,si,si,negro,42,S,,,FALSE,,
2021-2,1,8,20,179,78,Libra,M,Bioingenieria,215,Si,Si,Azul,42,S,,,FALSE,,
2021-2,3,3,20,168,62,Cancer,M,Ingenieria Mecanica ,,,,,,,,,FALSE,,
2021-2,4,3,20,158,72,Sagitario,M,Ingeniería Mecatrónica,,,,,,,,,FALSE,,
2021-2,5,8,20,176,80,Aries,M,Ingeniería Mecánica,210,Si,Si,Negro,44,L,,,FALSE,,
2021-2,1,6,19,166,60,Libra,F,Ingeniería Mecánica,235,Si,No,Morado,37,M,,,FALSE,,
2021-2,6,2,17,155,51,Aries,F,Ingenieria Mecanica,270,Si,Si,Negro,38,S,,,FALSE,,
2021-2,6,3,18,164,63,Tauro,M,Ingeniería de la Energía,286,Si,No,Verde,39,S,,,FALSE,,
2021-2,6,3,18,164,62,Acuario,F,Ingenieria Mecanica,343,Sí,no,azul,37,M,,,FALSE,,
2021-2,6,3,20,177,75,Sagitario,M,Ingeniería Mecatrónica,213,Sí,No,Rojo,40,M,,,FALSE,,
2021-2,6,4,20,174,68,Leo,M,Ciencia de la Computacion,339,Sí,No,Azul,42,L,,,FALSE,,
2021-1,1,4,18,170,60,Géminis,M,Ingeniería de la Energía,250,Sí,Si,Azul,43,M,,,FALSE,,
2021-2,6,3,20,163,60,Capricornio,F,Ingeniería Mecatrónica,,No,No,Plomo,38,M,,,FALSE,,
2021-2,6,4,18,173,65,Géminis,M,Ingeniería Ambiental,,,,,,,,,FALSE,,
2021-2,4,3,18,168,59,Tauro,M,Ingeniería Ambiental,266,Sí,No,Negro,41,M,,,FALSE,,
2021-2,4,3,21,159,68,Virgo,F,Ingeniería Industrial,,,,,,,,,FALSE,,
2021-2,7,3,19,165,70,Escorpio,M,Ingeniería Mecatrónica,244,Sí,No,Rojo,41,M,,,FALSE,,
2021-2,5,3,21,185,80,Capricornio,M,Ingenieria mecatronica,220,Sí,Sí,Azul,44,L,,,FALSE,,
2021-2,4,3,22,174,64,Piscis,M,Ingeniería Industrial,222,sí,sí,Rojo,43,M,,,FALSE,,
2021-2,,8,21,162,55,Cancer,F,Ingeniería Industrial,273,No,Sí,Rosado,37,S,,,FALSE,,
2021-2,6,6,21,175,63,Leo,M,Ingenieria Energia,,Si,No,Negro,40,S,,,FALSE,,
2021-2,3,3,17,174,67,Escorpio,M,Ingeniería Civil,264,No,sí,Rojo,42,L,,,FALSE,,
2022-0,1,5,19,175,60,Escorpio,M,Ingeniería Industrial,320,No,Si,Blanco,42,M,,,FALSE,,
2022-0,1,5,19,182,75,Capricornio,M,Ciencia de la Computación,261,Sí,No,Azul,43,L,,,FALSE,,
2022-0,1,5,21,163,55,Leo,M,Ingeniería Ambiental,248,Si,No,Verde,,,,,FALSE,,
2022-0,1,3,18,186,72,Sagitario,M,Ciencia de la Computación,203,Sí,No,Verde,42,L,,,FALSE,,
2022-0,1,3,18,168,57,Leo,M,Ciencia de la Computación,205,Si,Si,Azul,40,M,,,FALSE,,
2022-0,1,6,20,172,72,Escorpio,M,Ingeniería Meatrónica,404,Si,Si,Rojo,44,M,,,FALSE,,
2022-0,1,6,20,170,54,Sagitario,M,Ingeniería Mecatrónica,238,Sí,No,Verde,41,S,,,FALSE,,
2022-0,1,6,20,158,55,Libra,F,Bioingeniería,242,No,No,Verde,36,M,,,FALSE,,
2022-0,1,6,22,165,58,Libra,M,Ingeniería Química,333,Si,Si,Azul,41,S,,,FALSE,,
2022-0,1,3,19,170,78,Capricornio,M,Ciencia de la Computación,255,Si,Si,Rojo,41,M,,,FALSE,,
2022-0,1,6,19,174,72,Leo,M,Ingeniería Civil,236,Si,No,Azul,43,M,,,FALSE,,
2022-0,1,3,18,165,70,Escorpio,F,Ciencia de la computación,243,Si,No,Turquesa,40,L,,,FALSE,,
2022-0,1,6,22,175,72,Sagitario,M,Ingeniería Electrónica,,Si,Si,,,,,,FALSE,,
2022-0,1,3,17,160,56,Acuario,F,Ingenieria Industrial,,si,si,Amarillo,36,S,,,FALSE,,
2022-0,1,5,19,172,80,Leo,M,Ingenieria Electrónica,239,Sí,No,Morado,41,L,,,FALSE,,
2022-0,1,5,18,172,77,Aries,M,Ingenieria Mecatronica,264,No,Si,Negro,39,L,,,FALSE,,
2022-0,1,5,19,180,69,Virgo,M,Ingeniería Mecatrónica,253,No,Si,Azul,43,M,,,FALSE,,
2022-0,1,5,19,171,67,Capricornio,M,Ingeniería Mecatrónica,275,Sí,Sí,Azul,41,M,,,FALSE,,
2022-0,1,5,19,171,64,Sagitario,M,Ingeniería Mecatrónica,245,Sí,Sí,Rojo,41,M,,,FALSE,,
2022-0,1,6,20,187,95,Virgo,M,Ingenieria Industrial,267,Si,Si,Morado,44.5,XL,,,FALSE,,
2022-0 ,1,3,17,154,52,Tauro,F,Ciencia de la computación,398,Si,No,Negro,36,S,,,FALSE,,
2022-0,1,5,21,178,77,Sagitario,M,Ingenieria Industrial,256,si,Si,Verde,43,L,,,FALSE,,
2022-0,1,5,18,180,71,Aries,M,Ciencia de la computación,207,Si,Si,Azul,,,,,FALSE,,
2022-0,1,4,21,170,74,Escorpio,M,Ingeniería Civil,,,,,,,,,FALSE,,
2022-0,1,5,19,154,51,Escorpio,F,Ingeniería Química,325,si,si,Azul,38,M,,,FALSE,,
2022-0,1,4,18,170,60,Géminis,M,Ingeniería Civil,310,Si,Si,Morado,40,M,,,FALSE,,
2022-0,1,5,18,176,64,Acuario,M,Bioingeniería ,284,Si,Si,Rojo,44,L,,,FALSE,,
2022-0,1,5,21,160,52,Cancer,F,Ingeniería Ambiental,274,no,no,Fucsia,38,S,,,FALSE,,
2022-0,1,6,20,184,90,Cancer,M,Ingenieria Industrial,230,si,si,Azul,44,L,,,FALSE,,
2022-0,1,5,19,183,,Virgo,M,Ingenieria Electrónica,344,si,si,verde,42,M,,,FALSE,,
2022-0,1,4,19,172,76,Sagitario,M,Ciencia de la computación,287,Si,No,Amarillo,44,L,,,FALSE,,
2022-0,1,7,21,165,60,Geminis,M,Bioingenieria,,Si,Si,Negro,40,M,,,FALSE,,
2022-0,1,4,18,,,Géminis,F,Bioingeniería,261,Si,No,Rosado,37,S,,,FALSE,,
2022-1,2,3,18,175,64,Virgo,M,Ciencia de la Computación,191.6,Sí,Sí,Blanco,42,M,,,FALSE,,
2022-1,9,3,18,1.84,68,,M,Ingeniería Mecánica,255,Si,Si,Negro,42,M,,,FALSE,,
2022-1,8,3,19,170,66,Virgo,M,Ciencia de la Computación,365,Si,No,Negro,43,M,,,FALSE,,
2022-1,6,3,19,173,67,Acuario,M,Ciencia de la Computación,326,Si,Si,Verde,42.5,M,,,FALSE,,
2022-1,1,3,19,165,70,Piscis,M,Ciencia de Datos,334,Si,Si,Morado,41,M,,,FALSE,,
2022-1,1,3,21,160,61,Géminis,F,Ingeniería Ambiental,375,no,Si,Blanco,37,S,,,FALSE,,
2022-1,2,5,23,180,78,Sagitario,M,Ingeniería Química,260,Sí,Sí,Azul,43,M,,,FALSE,,
2022-1,1,5,19,168,61,Sagitario,M,Ciencia de la Computación,196,Sí,No,Verde,40,M,,,FALSE,,
2022-1,1,3,18,180,70,Virgo,M,Bioingenieria,,sí,sí,Anaranjado,42,L,,,FALSE,,
2022-1,1,3,18,164,66,,M,Ciencia de la Computación,245,Sí,Sí,Negro,40,M,,,FALSE,,
2022-1,8,4,19,166,60,,M,Ingenieria Quimica,,No,Si,Rojo,41,M,,,FALSE,,
1/1/2019,1,7,22,167,60,Aries,M,Ingenieria Mecáncia,332,si,si,Negro,41,L,,,FALSE,,
2022-1,1,4,19,175,73,Capricornio,M,Ingenieria Civil,223,Si,Si,Negro,44,L,,,FALSE,,
2022-1,1,3,18,185,75,Escorpio,M,Ingeniería Química,188,Sí,No,Gris,44,L,,,FALSE,,
2022-1,8,3,19,176,68,Escorpio,F,Ingeniería Mecatrónica,222,Si,Si,Turquesa,37.5,M,,,FALSE,,
2022-2,2,5,22,176,82,Leo,M,Ingeniería Mecatrónica,228,Si,Si,Negro,45,L,,,FALSE,,
2022-1,1,3,20,155,58,Capricornio,F,Ingenieria Civil,240,No,Si,Celeste,37,M,,,FALSE,,
2022-1,2,6,20,175,65,Piscis,M,Ciencias de la Computación,206,Si,No,Celeste,45,S,,,FALSE,,
2022-1,8,3,17,160,70,Aries,F,Ingenieria Ambiental,210,no,si,Azul,38,M,,,FALSE,,
2022-1,5,3,21,175,90,leo,M,Mecatrónica,316,Sí,No,Verde,41,XL,,,FALSE,,
2022-1,1,3,19,155,54,Capricornio,F,Ingeniería Mecatrónica,,No,Sí,Azul,37,S,,,FALSE,,
2022-1,10,3,18,174,71,VIrgo,M,Ciencias de la Computación,197,Sí,Sí,Naranja,42,M,,,FALSE,,
2022-1,1,5,19,174,72,Tauro,M,Bioingeniería,250,No,Si,Verde,43,M,,,FALSE,,
2022-1,1,3,18,160,50,Aries,F,Ingenieria Química,244,No,Si,Verde,36,S,,,FALSE,,
2021-1,10,3,19,185,63,Libra,M,Ciencia de Datos,245,Sí,Sí,Negro,44,L,,,FALSE,,
2021-1,2,3,18,170,58,Virgo,M,Ingeniería Electrónica,212,Sí ,Sí,Celeste,42,M,,,FALSE,,
2022-1,1,3,19,150,47,Leo,M,Ingeniería de la Energía,370,Sí,Sí,Amarillo,36,S,,,FALSE,,
2022-1,5,2,18,159,54,Libra,F,Ingenieria Industrial,265,No,No,Negro,37.5,S,,,FALSE,,
2022-1,1,3,19,173,54,Aries,F,Ingeniería Mecánica,,,,,,,,,FALSE,,
2021-1,1,3,19,169,62,Aries,M,Ingeniería Electrónica,237,Sí,Sí,Rojo,42,M,,,FALSE,,
2022-2,5,6,23,161,58,Leo,M,Ciencia de la Computación,253,No,Si,Morado,41,S,,,FALSE,,
2022-1,1,3,19,172,73,Acuario,M,Bioingeniería,361,No,Si,Azul,44,L,,,FALSE,,
2022-1,4,3,18,170,55,Leo,M,Mecatrónica,183,Sí,No,Blanco,42,S,,,FALSE,,
2022-1,4,3,18,174,65,Tauro,M,Ingeniería Mecatrónica,207,Sí,No,Rojo,41,M,,,FALSE,,
2022-1,4,3,18,168,60,Virgo,M,Ing. Mecatrónica,237,Si,Si,Negro,40,S,,,FALSE,,
2021-1,1,3,18,167,57,Sagitario,F,Ciencia de la Computacion ,,no,si,Negro,38,S,,,FALSE,,
2021-1,1,3,18,152,50,Geminis,F,Ing. Ambiental,298,No,Si,Rojo,36,S,,,FALSE,,
2022-1,1,2,17,164,61,Aries,F,Ciencia de la Computacion,272,Si,Si,Azul,39,M,,,FALSE,,
2022-1,4,3,17,175,68,Aries,M,Mecatrónica,328,No,Sí,Negro,44,L,,,FALSE,,
2022-1,6,4,19,160,72,Sagitario,M,Ciencia de la Computación,289,Sí,Sí,Negro,40,M,,,FALSE,,
2022-1,9,5,20,163,69,Leo,M,Ing. Química ,179,si,si,Verde,43,M,,,FALSE,,
2021-1,2,3,17,177,58,Cáncer,M,Ciencias de la computación,195,no,si,Azul,41,M,,,FALSE,,
2022-1,3,6,20,159,60,Escorpio,F,Ingenieria Industrial,,no,si,Turquesa,35,M,,,FALSE,,
2022-1,3,3,18,176,61,Escorpio,M,Bioingeniería,120,Sí,Sí,Azul,42,M,,,FALSE,,
2022-1,1,6,20,182,80,Libra,M,Ing. Mecanica,,,,,,,,,FALSE,,
2022-1,1,7,22,163,65,Sagitario,M,Ing. de la Energia,355,si,no,morado,42,M,,,FALSE,,
2022-1,9,5,19,175,82,Cancer,M,Ciencia de la Computación,245,si,si,Negro,41,L,,,FALSE,,
2022-1,1,3,20,170,55,Escorpio,M,Ing. Mecatrónica,235,si,si,verde,41,S,,,FALSE,,
2022-1,1,3,20,160,80,Sagitario,F,Ing. Mecatrónica,211,si,si,Azul,37,L,,,FALSE,,
